,ant,x,y
240,4,1068.0,572.0
241,4,1060.0,556.0
242,4,1044.0,556.0
243,4,1036.0,580.0
244,4,1000.0,604.0
245,4,1000.0,608.0
246,4,984.0,612.0
247,4,984.0,612.0
248,4,988.0,608.0
249,4,992.0,608.0
250,4,988.0,612.0
251,4,988.0,616.0
252,4,984.0,624.0
253,4,984.0,628.0
254,4,988.0,628.0
255,4,992.0,624.0
256,4,1000.0,620.0
257,4,1000.0,612.0
258,4,1000.0,612.0
259,4,996.0,604.0
260,4,992.0,604.0
261,4,964.0,624.0
262,4,956.0,636.0
263,4,952.0,632.0
264,4,940.0,636.0
265,4,940.0,636.0
266,4,940.0,636.0
267,4,932.0,664.0
268,4,936.0,660.0
269,4,928.0,656.0
270,4,928.0,656.0
271,4,924.0,652.0
272,4,924.0,652.0
273,4,928.0,648.0
274,5,924.0,648.0
275,5,964.0,628.0
276,5,960.0,628.0
277,5,944.0,624.0
278,5,936.0,624.0
279,5,924.0,620.0
280,5,924.0,624.0
281,5,916.0,620.0
282,5,916.0,620.0
283,5,912.0,620.0
284,5,908.0,620.0
285,5,912.0,620.0
286,5,908.0,620.0
287,5,912.0,620.0
288,5,916.0,620.0
289,5,912.0,616.0
290,5,908.0,616.0
291,5,912.0,620.0
292,5,916.0,624.0
293,5,948.0,612.0
294,5,948.0,608.0
295,5,940.0,604.0
296,5,944.0,600.0
297,5,948.0,596.0
298,5,948.0,584.0
299,5,948.0,584.0
300,5,952.0,576.0
301,5,948.0,568.0
302,5,952.0,564.0
303,5,952.0,564.0
304,5,940.0,532.0
305,5,936.0,524.0
306,5,928.0,520.0
307,5,916.0,516.0
308,5,900.0,504.0
309,5,864.0,496.0
310,5,836.0,500.0
311,5,816.0,508.0
312,5,792.0,516.0
313,5,764.0,524.0
314,5,752.0,532.0
315,5,744.0,536.0
316,5,740.0,536.0
317,5,736.0,540.0
318,5,736.0,540.0
319,5,740.0,540.0
320,5,740.0,540.0
321,5,740.0,540.0
322,5,744.0,540.0
323,5,736.0,540.0
324,5,732.0,540.0
325,5,732.0,540.0
326,5,732.0,536.0
327,5,736.0,536.0
328,5,736.0,536.0
329,5,736.0,536.0
330,5,736.0,540.0
331,5,728.0,536.0
332,5,716.0,536.0
333,5,704.0,536.0
334,5,692.0,532.0
335,5,668.0,528.0
336,5,644.0,520.0
337,5,612.0,500.0
338,5,596.0,492.0
339,5,588.0,476.0
340,5,580.0,464.0
341,5,580.0,456.0
342,5,580.0,452.0
343,5,576.0,448.0
344,5,580.0,448.0
345,5,580.0,444.0
346,5,580.0,440.0
347,5,580.0,440.0
348,6,568.0,424.0
349,6,560.0,412.0
350,6,556.0,408.0
351,6,556.0,404.0
352,6,556.0,400.0
353,6,548.0,396.0
354,6,548.0,396.0
355,6,548.0,396.0
356,6,548.0,396.0
357,6,548.0,396.0
358,6,552.0,396.0
359,6,556.0,396.0
360,6,556.0,392.0
361,6,548.0,392.0
362,6,548.0,392.0
363,6,1804.0,8.0
364,6,1772.0,20.0
365,6,1744.0,24.0
366,6,1732.0,36.0
367,6,1724.0,36.0
368,6,1732.0,28.0
369,6,1748.0,16.0
370,6,1780.0,12.0
371,6,1788.0,16.0
372,6,1804.0,20.0
373,6,1804.0,16.0
374,6,1812.0,16.0
375,6,1816.0,16.0
376,6,1808.0,16.0
377,6,1804.0,20.0
378,6,1804.0,24.0
379,6,1800.0,24.0
380,6,1800.0,24.0
381,6,1788.0,36.0
382,6,1772.0,44.0
383,6,1756.0,52.0
384,6,1732.0,68.0
385,6,1696.0,76.0
386,6,1672.0,84.0
387,6,1648.0,96.0
388,6,1628.0,104.0
389,6,1604.0,116.0
390,6,1592.0,124.0
391,6,1588.0,136.0
392,6,1576.0,144.0
393,6,1548.0,152.0
394,7,1520.0,164.0
395,7,1480.0,176.0
396,7,1452.0,180.0
397,7,1420.0,180.0
398,7,1372.0,188.0
399,7,1348.0,196.0
400,7,1308.0,200.0
401,7,1256.0,204.0
402,7,1232.0,204.0
403,7,1188.0,228.0
404,7,1152.0,224.0
405,7,1144.0,232.0
406,7,1100.0,236.0
407,7,1096.0,236.0
408,7,1100.0,228.0
409,7,1116.0,216.0
410,7,1140.0,220.0
411,7,1164.0,212.0
412,7,1164.0,212.0
413,7,1164.0,208.0
414,7,1164.0,208.0
415,7,1160.0,208.0
416,7,1156.0,212.0
417,7,1160.0,212.0
418,7,1184.0,208.0
419,7,1188.0,212.0
420,7,1200.0,220.0
421,7,1200.0,228.0
422,7,1196.0,232.0
423,7,1188.0,236.0
424,7,1180.0,244.0
425,7,1172.0,256.0
426,7,1172.0,260.0
427,7,1172.0,264.0
428,7,1168.0,276.0
429,7,1164.0,284.0
430,7,1152.0,308.0
431,7,1132.0,324.0
432,7,1108.0,332.0
433,7,1088.0,340.0
434,7,1072.0,336.0
435,7,1068.0,320.0
436,7,1028.0,316.0
437,7,980.0,312.0
438,7,952.0,316.0
439,7,916.0,320.0
440,7,892.0,320.0
441,7,856.0,312.0
442,7,812.0,332.0
443,7,796.0,340.0
444,7,776.0,356.0
445,7,780.0,360.0
446,7,736.0,380.0
447,7,708.0,392.0
448,7,680.0,396.0
449,7,636.0,400.0
450,7,604.0,404.0
451,7,572.0,416.0
452,7,520.0,424.0
453,7,488.0,424.0
454,7,472.0,424.0
455,7,460.0,432.0
456,7,436.0,436.0
457,7,408.0,444.0
458,7,388.0,452.0
459,7,352.0,468.0
460,7,336.0,476.0
461,7,316.0,480.0
462,7,288.0,496.0
463,7,260.0,508.0
464,7,228.0,524.0
465,7,204.0,536.0
466,7,160.0,552.0
467,7,132.0,560.0
468,7,104.0,576.0
469,7,64.0,580.0
470,7,44.0,572.0
471,7,60.0,564.0
472,7,80.0,564.0
473,7,96.0,556.0
474,7,116.0,548.0
475,7,112.0,552.0
476,7,96.0,556.0
477,7,92.0,556.0
478,7,92.0,552.0
479,7,92.0,552.0
480,8,96.0,552.0
481,8,116.0,544.0
482,8,136.0,532.0
483,8,156.0,524.0
484,8,180.0,516.0
485,8,188.0,508.0
486,8,200.0,500.0
487,8,220.0,488.0
488,8,232.0,480.0
489,8,244.0,468.0
490,8,260.0,460.0
491,8,260.0,464.0
492,8,260.0,464.0
493,8,260.0,468.0
494,8,252.0,472.0
495,8,252.0,472.0
496,8,252.0,476.0
497,8,260.0,476.0
498,8,276.0,472.0
499,8,296.0,468.0
500,8,312.0,464.0
501,8,332.0,464.0
502,8,352.0,452.0
503,8,372.0,448.0
504,8,384.0,444.0
505,8,396.0,444.0
506,8,408.0,440.0
507,26,412.0,436.0
508,26,420.0,436.0
509,26,436.0,424.0
510,26,448.0,412.0
511,26,460.0,412.0
512,26,472.0,400.0
513,26,488.0,400.0
514,26,496.0,396.0
515,26,504.0,392.0
516,26,524.0,388.0
517,26,548.0,388.0
518,26,572.0,380.0
519,26,596.0,376.0
520,26,620.0,372.0
521,26,640.0,364.0
522,26,664.0,356.0
523,26,668.0,356.0
524,26,724.0,308.0
525,26,752.0,308.0
526,26,760.0,308.0
527,26,760.0,308.0
528,26,756.0,312.0
529,26,824.0,284.0
530,26,836.0,284.0
531,26,828.0,284.0
532,26,876.0,268.0
533,26,884.0,272.0
534,26,892.0,260.0
535,26,928.0,256.0
536,26,932.0,260.0
537,26,968.0,252.0
538,26,1008.0,244.0
539,26,1032.0,236.0
540,26,1060.0,228.0
541,26,1076.0,228.0
542,26,1084.0,224.0
543,26,1096.0,216.0
544,26,1092.0,216.0
545,26,1076.0,220.0
546,26,1068.0,220.0
547,26,1044.0,232.0
548,26,1044.0,232.0
549,26,1044.0,236.0
550,26,1036.0,236.0
551,26,1028.0,244.0
552,26,,
553,26,,
554,26,,
555,26,,
556,26,,
557,26,,
558,26,,
559,26,,
560,26,,
561,26,,
562,26,,
563,26,,
564,26,,
565,26,,
566,26,,
567,26,,
568,26,,
569,26,,
570,26,,
571,26,,
572,26,,
573,26,,
574,26,,
575,26,,
576,26,,
577,26,,
578,26,,
579,26,,
580,26,,
581,26,,
582,26,,
583,26,,
584,26,,
585,26,,
586,26,,
587,26,,
588,26,,
589,26,,
590,26,,
591,26,,
592,26,,
593,26,,
594,26,,
595,26,,
596,26,,
597,26,,
598,26,,
599,26,,
600,26,,
601,26,,
602,26,,
603,26,,
604,26,,
605,26,,
606,26,,
607,26,,
608,26,,
609,26,,
610,26,,
611,26,,
612,26,,
613,26,,
614,26,,
615,26,,
616,26,,
617,26,,
618,26,,
619,26,,
620,26,,
621,26,,
622,26,,
623,26,,
624,26,,
625,26,,
626,26,,
627,26,,
628,26,,
629,26,,
630,26,,
631,26,,
632,26,,
633,26,,
634,26,,
635,26,,
636,26,,
637,26,,
638,26,,
639,26,,
640,26,,
641,26,,
642,26,,
643,26,,
644,26,,
645,26,,
646,26,,
647,26,,
648,26,,
649,26,,
650,26,,
651,26,,
652,26,,
653,26,,
654,26,,
655,26,,
656,26,,
657,26,,
658,26,,
659,26,,
660,26,,
661,26,,
662,26,,
663,26,,
664,26,,
665,26,,
666,26,,
667,26,,
668,26,,
669,26,,
670,26,,
671,26,,
672,26,,
673,26,,
674,26,,
675,26,,
676,26,,
677,26,,
678,26,,
679,26,,
680,26,,
681,26,,
682,26,,
683,26,,
684,26,,
685,26,,
686,26,,
687,26,,
688,26,,
689,26,,
690,26,,
691,26,,
692,26,,
693,26,,
694,26,,
695,26,,
696,26,,
697,26,,
698,26,,
699,26,,
700,26,,
701,26,,
702,26,,
703,26,,
704,26,,
705,26,,
706,26,,
707,26,,
708,26,,
709,26,,
710,26,,
711,26,,
712,26,,
713,26,,
714,26,,
715,26,,
716,26,,
717,26,,
718,26,,
719,26,,
720,26,,
721,26,,
722,26,,
723,26,,
724,26,,
725,26,,
726,26,,
727,26,,
728,26,,
729,26,,
730,26,,
731,26,,
732,26,,
733,26,,
734,26,,
735,26,,
736,26,,
737,26,,
738,26,,
739,26,,
740,26,,
741,26,,
742,26,,
743,26,,
744,26,,
745,26,,
746,26,,
747,26,,
748,26,,
749,26,,
750,26,,
751,26,,
752,26,,
753,26,,
754,26,,
755,26,,
756,26,,
757,26,,
758,26,,
759,26,,
760,26,,
761,26,,
762,26,,
763,26,,
764,26,,
765,26,,
766,26,,
767,26,,
768,26,,
769,26,,
770,26,,
771,26,,
772,26,,
773,26,,
774,26,,
775,26,,
776,26,,
777,26,,
778,26,,
779,26,,
780,26,,
781,26,,
782,26,,
783,26,,
784,26,,
785,26,,
786,26,,
787,26,,
788,26,,
789,26,,
790,26,,
791,26,,
792,26,,
793,26,,
794,26,,
795,26,,
796,26,,
797,29,,
798,29,,
799,29,,
800,29,,
801,29,,
802,29,,
803,29,,
804,29,,
805,29,,
806,29,,
807,29,,
808,29,,
809,29,,
810,29,,
811,29,,
812,29,,
813,29,,
814,29,,
815,29,,
816,29,,
817,29,,
818,29,,
819,29,,
820,29,,
821,29,,
822,29,,
823,29,,
824,29,,
825,29,,
826,29,,
827,29,,
828,29,,
829,29,,
830,29,,
831,29,,
832,29,,
833,29,,
834,29,,
835,29,,
836,29,,
837,29,,
838,29,,
839,29,,
840,29,,
841,29,,
842,29,,
843,29,,
844,29,,
845,29,,
846,29,,
847,29,,
848,29,,
849,29,,
850,29,,
851,29,,
852,29,,
853,29,,
854,29,,
855,29,,
856,29,,
857,29,,
858,29,,
859,29,,
860,29,,
861,29,,
862,29,,
863,29,,
864,29,,
865,29,,
866,29,,
867,29,,
868,29,,
869,29,,
870,29,,
871,29,,
872,29,,
873,29,,
874,29,,
875,29,,
876,29,,
877,29,,
878,29,,
879,29,,
880,29,,
881,29,,
882,29,,
883,29,,
884,29,,
885,29,,
886,29,,
887,29,,
888,29,,
889,29,,
890,29,,
891,29,,
892,29,,
893,29,,
894,29,,
895,29,,
896,29,,
897,29,,
898,29,,
899,29,,
900,29,,
901,29,,
902,29,,
903,29,,
904,29,,
905,29,,
906,29,,
907,29,,
908,29,,
909,29,,
910,29,,
911,29,,
912,29,,
913,29,,
914,29,,
915,29,,
916,29,,
917,29,,
918,29,,
919,29,,
920,29,,
921,29,,
922,29,,
923,29,,
924,29,,
925,29,,
926,29,,
927,29,,
928,29,,
929,29,,
930,29,,
931,29,,
932,29,,
933,29,,
934,29,,
935,29,,
936,29,,
937,29,,
938,29,,
939,29,,
940,29,,
941,29,,
942,29,,
943,29,,
944,29,,
945,29,,
946,29,,
947,29,,
948,29,,
949,29,,
950,29,,
951,29,,
952,29,,
953,29,,
954,29,,
955,29,,
956,29,,
957,29,,
958,29,,
959,29,,
960,29,,
961,29,,
962,29,,
963,29,,
964,29,,
965,29,,
966,29,,
967,29,,
968,29,,
969,29,,
970,29,,
971,29,,
972,29,,
973,29,,
974,29,,
975,29,,
976,29,,
977,29,,
978,29,,
979,29,,
980,29,,
981,29,,
982,29,,
983,29,,
984,29,,
985,29,,
986,29,,
987,29,,
988,29,,
989,29,,
990,29,,
991,29,,
992,29,,
993,29,,
994,29,,
995,29,,
996,29,,
997,29,,
998,29,,
999,29,,
1000,29,,
1001,29,,
1002,29,,
1003,29,,
1004,29,,
1005,29,,
1006,29,,
1007,29,,
1008,29,,
1009,29,,
1010,29,,
1011,29,,
1012,29,,
1013,29,,
1014,29,,
1015,29,,
1016,29,,
1017,29,,
1018,29,,
1019,29,,
1020,29,,
1021,29,,
1022,29,,
1023,29,,
1024,29,,
1025,29,,
1026,29,,
1027,29,,
1028,29,,
1029,29,,
1030,29,,
1031,29,,
1032,29,,
1033,29,,
1034,29,,
1035,29,,
1036,29,,
1037,29,,
1038,29,,
1039,29,,
1040,29,,
1041,29,,
1042,29,,
1043,29,,
1044,29,,
1045,29,,
1046,29,,
1047,29,,
1048,29,,
1049,29,,
1050,29,,
1051,29,,
1052,29,,
1053,29,,
1054,29,,
1055,29,,
1056,29,,
1057,29,,
1058,29,,
1059,29,,
1060,29,,
1061,29,,
1062,29,,
1063,29,,
1064,29,,
1065,29,,
1066,29,,
1067,29,,
1068,29,,
1069,29,,
1070,29,,
1071,31,,
1072,31,,
1073,31,,
1074,31,,
1075,31,,
1076,31,,
1077,31,,
1078,31,,
1079,31,,
1080,31,,
1081,31,,
1082,31,,
1083,31,,
1084,31,,
1085,31,,
1086,31,,
1087,31,,
1088,31,,
1089,31,,
1090,31,,
1091,31,,
1092,31,,
1093,31,,
1094,31,,
1095,31,,
1096,31,,
1097,31,,
1098,31,,
1099,31,,
1100,31,,
1101,31,,
1102,31,,
1103,31,,
1104,31,,
1105,31,,
1106,31,,
1107,31,,
1108,31,,
1109,31,,
1110,31,,
1111,31,,
1112,31,,
1113,31,,
1114,31,,
1115,31,,
1116,31,,
1117,31,,
1118,31,,
1119,31,,
1120,31,,
1121,31,,
1122,31,,
1123,31,,
1124,31,,
1125,31,,
1126,31,,
1127,31,,
1128,31,,
1129,31,,
1130,31,,
1131,31,,
1132,31,,
1133,31,,
1134,31,,
1135,31,,
1136,31,,
1137,31,,
1138,31,,
1139,31,,
1140,31,,
1141,31,,
1142,31,,
1143,31,,
1144,31,,
1145,31,,
1146,31,,
1147,31,,
1148,31,,
1149,31,,
1150,31,,
1151,31,,
1152,31,,
1153,31,,
1154,31,,
1155,31,,
1156,31,,
1157,31,,
1158,31,,
1159,31,,
1160,31,,
1161,31,,
1162,31,,
1163,31,,
1164,31,,
1165,31,,
1166,31,,
1167,31,,
1168,31,,
1169,31,,
1170,31,,
1171,31,,
1172,31,,
1173,31,,
1174,31,,
1175,31,,
1176,31,,
1177,31,,
1178,31,,
1179,31,,
1180,31,,
1181,31,,
1182,31,,
1183,31,,
1184,31,,
1185,31,,
1186,31,,
1187,31,,
1188,31,,
1189,31,,
1190,31,,
1191,31,,
1192,31,,
1193,31,,
1194,31,,
1195,31,,
1196,31,,
1197,31,,
1198,31,,
1199,31,,
1200,31,,
1201,31,,
1202,31,,
1203,31,,
1204,31,,
1205,31,,
1206,31,,
1207,31,,
1208,31,,
1209,31,,
1210,31,,
1211,31,,
1212,31,,
1213,31,,
1214,31,,
1215,31,,
1216,31,,
1217,31,,
1218,31,,
1219,31,,
1220,31,,
1221,31,,
1222,31,,
1223,31,,
1224,31,,
1225,31,,
1226,31,,
1227,31,,
1228,31,,
1229,31,,
1230,31,,
1231,31,,
1232,31,,
1233,31,,
1234,31,,
1235,31,,
1236,31,,
1237,31,,
1238,31,,
1239,31,,
1240,31,,
1241,31,,
1242,31,,
1243,31,,
1244,31,,
1245,31,,
1246,31,,
1247,31,,
1248,31,,
1249,31,,
1250,31,,
1251,31,,
1252,31,,
1253,31,,
1254,31,,
1255,31,,
1256,31,,
1257,31,,
1258,31,,
1259,31,,
1260,31,,
1261,31,,
1262,31,,
1263,31,,
1264,31,,
1265,31,,
1266,31,,
1267,31,,
1268,31,,
1269,31,,
1270,31,,
1271,31,,
1272,31,,
1273,31,,
1274,31,,
1275,31,,
1276,31,,
1277,31,,
1278,31,,
1279,31,,
1280,31,,
1281,31,,
1282,31,,
1283,31,,
1284,31,,
1285,31,,
1286,31,,
1287,31,,
1288,31,,
1289,31,,
1290,31,,
1291,31,,
1292,31,,
1293,31,,
1294,31,,
1295,31,,
1296,31,,
1297,31,,
1298,31,,
1299,31,,
1300,31,,
1301,31,,
1302,31,,
1303,31,,
1304,31,,
1305,31,,
1306,31,,
1307,31,,
1308,31,,
1309,31,,
1310,31,,
1311,31,,
1312,31,,
1313,31,,
1314,31,,
1315,31,,
1316,31,,
1317,31,,
1318,31,,
1319,31,,
1320,31,,
1321,31,,
1322,31,,
1323,31,,
1324,31,,
1325,31,,
1326,31,,
1327,31,,
1328,31,,
1329,36,,
1330,36,,
1331,36,,
1332,36,,
1333,36,,
1334,36,,
1335,36,,
1336,36,,
1337,36,,
1338,36,,
1339,36,,
1340,36,,
1341,36,,
1342,36,,
1343,36,,
1344,36,,
1345,36,,
1346,36,,
1347,36,,
1348,36,,
1349,36,,
1350,36,,
1351,36,,
1352,36,,
1353,36,,
1354,36,,
1355,36,,
1356,36,,
1357,36,,
1358,36,,
1359,36,,
1360,36,,
1361,36,,
1362,36,,
1363,36,,
1364,36,,
1365,36,,
1366,36,,
1367,36,,
1368,36,,
1369,36,,
1370,36,,
1371,36,,
1372,36,,
1373,36,,
1374,36,,
1375,36,,
1376,36,,
1377,36,,
1378,36,,
1379,36,,
1380,36,,
1381,36,,
1382,36,,
1383,36,,
1384,36,,
1385,36,,
1386,36,,
1387,36,,
1388,36,,
1389,36,,
1390,36,,
1391,36,,
1392,36,,
1393,36,,
1394,36,,
1395,36,,
1396,36,,
1397,36,,
1398,36,,
1399,36,,
1400,36,,
1401,36,,
1402,36,,
1403,36,,
1404,36,,
1405,36,,
1406,36,,
1407,36,,
1408,36,,
1409,36,,
1410,36,,
1411,36,,
1412,36,,
1413,36,,
1414,36,,
1415,36,,
1416,36,,
1417,36,,
1418,36,,
1419,36,,
1420,36,,
1421,36,,
1422,36,,
1423,36,,
1424,36,,
1425,36,,
1426,36,,
1427,36,,
1428,36,,
1429,36,,
1430,36,,
1431,36,,
1432,36,,
1433,36,,
1434,36,,
1435,36,,
1436,36,,
1437,36,,
1438,36,,
1439,36,,
1440,36,,
1441,36,,
1442,36,,
1443,36,,
1444,36,,
1445,36,,
1446,36,,
1447,36,,
1448,36,,
1449,36,,
1450,36,,
1451,36,,
1452,36,,
1453,36,,
1454,36,,
1455,36,,
1456,36,,
1457,36,,
1458,36,,
1459,36,,
1460,36,,
1461,36,,
1462,36,,
1463,36,,
1464,36,,
1465,36,,
1466,36,,
1467,36,,
1468,36,,
1469,36,,
1470,36,,
1471,36,,
1472,36,,
1473,36,,
1474,36,,
1475,36,,
1476,36,,
1477,36,,
1478,36,,
1479,36,,
1480,36,,
1481,36,,
1482,36,,
1483,36,,
1484,36,,
1485,36,,
1486,36,,
1487,36,,
1488,36,,
1489,36,,
1490,36,,
1491,36,,
1492,36,,
1493,36,,
1494,36,,
1495,36,,
1496,36,,
1497,36,,
1498,36,,
1499,36,,
1500,36,,
1501,36,,
1502,36,,
1503,36,,
1504,36,,
1505,36,,
1506,36,,
1507,36,,
1508,36,,
1509,36,,
1510,36,,
1511,36,,
1512,36,,
1513,36,,
1514,36,,
1515,36,,
1516,36,,
1517,36,,
1518,36,,
1519,36,,
1520,36,,
1521,36,,
1522,36,,
1523,36,,
1524,36,,
1525,36,,
1526,36,,
1527,36,,
1528,36,,
1529,36,,
1530,36,,
1531,36,,
1532,36,,
1533,36,,
1534,36,,
1535,36,,
1536,40,,
1537,40,,
1538,40,,
1539,40,,
1540,40,,
1541,40,,
1542,40,,
1543,40,,
1544,40,,
1545,40,,
1546,40,,
1547,40,,
1548,40,,
1549,40,,
1550,40,,
1551,40,,
1552,40,,
1553,40,,
1554,40,,
1555,40,,
1556,40,,
1557,40,,
1558,40,,
1559,40,,
1560,40,,
1561,40,,
1562,40,,
1563,40,,
1564,40,,
1565,40,,
1566,40,,
1567,40,,
1568,40,,
1569,40,,
1570,40,,
1571,40,,
1572,40,,
1573,40,,
1574,40,,
1575,40,,
1576,40,,
1577,40,,
1578,40,,
1579,40,,
1580,40,,
1581,40,,
1582,40,,
1583,40,,
1584,40,,
1585,40,,
1586,40,,
1587,40,,
1588,40,,
1589,40,,
1590,40,,
1591,40,,
1592,40,,
1593,40,,
1594,40,,
1595,40,,
1596,40,,
1597,40,,
1598,40,,
1599,40,,
1600,40,,
1601,40,,
1602,40,,
1603,40,,
1604,40,,
1605,40,,
1606,40,,
1607,40,,
1608,40,,
1609,40,,
1610,40,,
1611,40,,
1612,40,,
1613,40,,
1614,40,,
1615,40,,
1616,40,,
1617,40,,
1618,40,,
1619,40,,
1620,40,,
1621,40,,
1622,40,,
1623,40,,
1624,40,,
1625,40,,
1626,40,,
